nohup: ignoring input
Use GPU: 1 for training
=> creating model 'mobilenet_v2'
Use GPU: 0 for training
=> creating model 'mobilenet_v2'
Epoch: [0][  290/10010]	Time  0.159 ( 0.192)	Data  0.000 ( 0.039)	Loss 6.6056e+00 (6.8376e+00)	Acc@1   0.00 (  0.43)	Acc@5   3.12 (  1.68)
Epoch: [0][  300/10010]	Time  0.160 ( 0.191)	Data  0.000 ( 0.038)	Loss 6.7307e+00 (6.8311e+00)	Acc@1   0.00 (  0.44)	Acc@5   1.56 (  1.70)
Epoch: [0][  310/10010]	Time  0.160 ( 0.190)	Data  0.000 ( 0.037)	Loss 6.7527e+00 (6.8247e+00)	Acc@1   0.00 (  0.43)	Acc@5   1.56 (  1.71)
Epoch: [0][  320/10010]	Time  0.160 ( 0.189)	Data  0.000 ( 0.036)	Loss 6.4334e+00 (6.8167e+00)	Acc@1   0.00 (  0.44)	Acc@5   0.00 (  1.74)
Epoch: [0][  330/10010]	Time  0.160 ( 0.188)	Data  0.000 ( 0.035)	Loss 6.5961e+00 (6.8077e+00)	Acc@1   0.00 (  0.44)	Acc@5   1.56 (  1.78)
Epoch: [0][  340/10010]	Time  0.161 ( 0.188)	Data  0.000 ( 0.034)	Loss 6.4938e+00 (6.7997e+00)	Acc@1   1.56 (  0.45)	Acc@5   3.12 (  1.78)
Epoch: [0][  350/10010]	Time  0.160 ( 0.187)	Data  0.000 ( 0.034)	Loss 6.4888e+00 (6.7923e+00)	Acc@1   1.56 (  0.45)	Acc@5   4.69 (  1.82)
Epoch: [0][  360/10010]	Time  0.161 ( 0.186)	Data  0.000 ( 0.033)	Loss 6.6805e+00 (6.7864e+00)	Acc@1   0.00 (  0.45)	Acc@5   0.00 (  1.83)
Epoch: [0][  370/10010]	Time  0.160 ( 0.185)	Data  0.000 ( 0.032)	Loss 6.5564e+00 (6.7792e+00)	Acc@1   3.12 (  0.47)	Acc@5   3.12 (  1.83)
Epoch: [0][  380/10010]	Time  0.160 ( 0.185)	Data  0.000 ( 0.032)	Loss 6.6117e+00 (6.7726e+00)	Acc@1   0.00 (  0.47)	Acc@5   3.12 (  1.85)
Epoch: [0][  390/10010]	Time  0.160 ( 0.184)	Data  0.000 ( 0.031)	Loss 6.5894e+00 (6.7654e+00)	Acc@1   0.00 (  0.46)	Acc@5   0.00 (  1.86)
Epoch: [0][  400/10010]	Time  0.160 ( 0.184)	Data  0.000 ( 0.030)	Loss 6.2876e+00 (6.7603e+00)	Acc@1   0.00 (  0.46)	Acc@5   6.25 (  1.87)
Epoch: [0][  410/10010]	Time  0.160 ( 0.183)	Data  0.000 ( 0.030)	Loss 6.3608e+00 (6.7544e+00)	Acc@1   1.56 (  0.48)	Acc@5   4.69 (  1.92)
Epoch: [0][  420/10010]	Time  0.160 ( 0.183)	Data  0.000 ( 0.029)	Loss 6.5366e+00 (6.7476e+00)	Acc@1   0.00 (  0.49)	Acc@5   4.69 (  1.98)
Epoch: [0][  430/10010]	Time  0.160 ( 0.182)	Data  0.000 ( 0.029)	Loss 6.7752e+00 (6.7439e+00)	Acc@1   0.00 (  0.49)	Acc@5   1.56 (  2.00)
Epoch: [0][  440/10010]	Time  0.160 ( 0.182)	Data  0.000 ( 0.028)	Loss 6.3534e+00 (6.7374e+00)	Acc@1   0.00 (  0.49)	Acc@5   6.25 (  2.02)
Epoch: [0][  450/10010]	Time  0.157 ( 0.181)	Data  0.000 ( 0.028)	Loss 6.2734e+00 (6.7308e+00)	Acc@1   0.00 (  0.51)	Acc@5   0.00 (  2.06)
Epoch: [0][  460/10010]	Time  0.160 ( 0.181)	Data  0.000 ( 0.027)	Loss 6.4729e+00 (6.7246e+00)	Acc@1   0.00 (  0.51)	Acc@5   0.00 (  2.11)
Epoch: [0][  470/10010]	Time  0.161 ( 0.180)	Data  0.000 ( 0.027)	Loss 6.4441e+00 (6.7173e+00)	Acc@1   0.00 (  0.51)	Acc@5   1.56 (  2.14)
Epoch: [0][  480/10010]	Time  0.160 ( 0.180)	Data  0.000 ( 0.027)	Loss 6.4008e+00 (6.7111e+00)	Acc@1   4.69 (  0.53)	Acc@5   7.81 (  2.19)
Epoch: [0][  490/10010]	Time  0.160 ( 0.179)	Data  0.000 ( 0.026)	Loss 6.4155e+00 (6.7049e+00)	Acc@1   1.56 (  0.53)	Acc@5   3.12 (  2.21)
Epoch: [0][  500/10010]	Time  0.160 ( 0.179)	Data  0.000 ( 0.026)	Loss 6.3357e+00 (6.6987e+00)	Acc@1   3.12 (  0.54)	Acc@5   9.38 (  2.25)
Epoch: [0][  510/10010]	Time  0.160 ( 0.179)	Data  0.000 ( 0.025)	Loss 6.3844e+00 (6.6926e+00)	Acc@1   0.00 (  0.54)	Acc@5   4.69 (  2.27)
Epoch: [0][  520/10010]	Time  0.160 ( 0.178)	Data  0.000 ( 0.025)	Loss 6.3142e+00 (6.6858e+00)	Acc@1   1.56 (  0.55)	Acc@5   7.81 (  2.32)
Epoch: [0][  530/10010]	Time  0.160 ( 0.178)	Data  0.000 ( 0.025)	Loss 6.3127e+00 (6.6792e+00)	Acc@1   1.56 (  0.57)	Acc@5   4.69 (  2.36)
Epoch: [0][  540/10010]	Time  0.161 ( 0.178)	Data  0.000 ( 0.024)	Loss 6.2017e+00 (6.6726e+00)	Acc@1   3.12 (  0.58)	Acc@5   6.25 (  2.41)
Epoch: [0][  550/10010]	Time  0.161 ( 0.177)	Data  0.000 ( 0.024)	Loss 6.2518e+00 (6.6671e+00)	Acc@1   1.56 (  0.60)	Acc@5   4.69 (  2.45)
Epoch: [0][  560/10010]	Time  0.161 ( 0.177)	Data  0.000 ( 0.024)	Loss 6.1488e+00 (6.6624e+00)	Acc@1   4.69 (  0.60)	Acc@5   9.38 (  2.46)
Epoch: [0][  570/10010]	Time  0.159 ( 0.177)	Data  0.000 ( 0.024)	Loss 6.4546e+00 (6.6569e+00)	Acc@1   1.56 (  0.61)	Acc@5   1.56 (  2.47)
Epoch: [0][  580/10010]	Time  0.162 ( 0.176)	Data  0.000 ( 0.023)	Loss 6.3761e+00 (6.6519e+00)	Acc@1   0.00 (  0.61)	Acc@5   3.12 (  2.50)
Epoch: [0][  590/10010]	Time  0.161 ( 0.176)	Data  0.000 ( 0.023)	Loss 6.2539e+00 (6.6350e+00)	Acc@1   0.00 (  0.70)	Acc@5   6.25 (  2.75)
Epoch: [0][  600/10010]	Time  0.158 ( 0.176)	Data  0.000 ( 0.023)	Loss 6.5492e+00 (6.6295e+00)	Acc@1   0.00 (  0.70)	Acc@5   1.56 (  2.77)
Epoch: [0][  610/10010]	Time  0.159 ( 0.176)	Data  0.000 ( 0.023)	Loss 6.3449e+00 (6.6240e+00)	Acc@1   0.00 (  0.70)	Acc@5   4.69 (  2.80)
Epoch: [0][  620/10010]	Time  0.163 ( 0.176)	Data  0.000 ( 0.022)	Loss 6.4323e+00 (6.6194e+00)	Acc@1   0.00 (  0.71)	Acc@5   3.12 (  2.83)
Epoch: [0][  630/10010]	Time  0.162 ( 0.175)	Data  0.000 ( 0.022)	Loss 6.2558e+00 (6.6149e+00)	Acc@1   1.56 (  0.72)	Acc@5   7.81 (  2.86)
Epoch: [0][  640/10010]	Time  0.161 ( 0.175)	Data  0.000 ( 0.022)	Loss 6.2327e+00 (6.6094e+00)	Acc@1   0.00 (  0.72)	Acc@5   3.12 (  2.88)
Epoch: [0][  650/10010]	Time  0.162 ( 0.175)	Data  0.000 ( 0.022)	Loss 6.3138e+00 (6.6039e+00)	Acc@1   1.56 (  0.73)	Acc@5   1.56 (  2.89)
Epoch: [0][  660/10010]	Time  0.160 ( 0.175)	Data  0.000 ( 0.022)	Loss 6.3254e+00 (6.5983e+00)	Acc@1   1.56 (  0.75)	Acc@5   6.25 (  2.93)
Epoch: [0][  670/10010]	Time  0.163 ( 0.175)	Data  0.000 ( 0.021)	Loss 6.1388e+00 (6.5932e+00)	Acc@1   3.12 (  0.76)	Acc@5   6.25 (  2.95)
Epoch: [0][  680/10010]	Time  0.167 ( 0.174)	Data  0.000 ( 0.021)	Loss 6.4161e+00 (6.5894e+00)	Acc@1   1.56 (  0.77)	Acc@5   3.12 (  2.97)
Epoch: [0][  690/10010]	Time  0.166 ( 0.174)	Data  0.000 ( 0.021)	Loss 6.2831e+00 (6.5839e+00)	Acc@1   0.00 (  0.77)	Acc@5   3.12 (  3.01)
Epoch: [0][  700/10010]	Time  0.163 ( 0.174)	Data  0.000 ( 0.021)	Loss 6.1968e+00 (6.5796e+00)	Acc@1   3.12 (  0.79)	Acc@5   7.81 (  3.03)
Epoch: [0][  710/10010]	Time  0.165 ( 0.174)	Data  0.000 ( 0.021)	Loss 6.3238e+00 (6.5746e+00)	Acc@1   0.00 (  0.80)	Acc@5   3.12 (  3.07)
Epoch: [0][  720/10010]	Time  0.164 ( 0.174)	Data  0.000 ( 0.020)	Loss 6.2361e+00 (6.5696e+00)	Acc@1   0.00 (  0.80)	Acc@5   1.56 (  3.07)
Epoch: [0][  730/10010]	Time  0.164 ( 0.174)	Data  0.000 ( 0.020)	Loss 6.0685e+00 (6.5644e+00)	Acc@1   0.00 (  0.80)	Acc@5   4.69 (  3.11)
Epoch: [0][  740/10010]	Time  0.162 ( 0.173)	Data  0.000 ( 0.020)	Loss 6.3085e+00 (6.5598e+00)	Acc@1   0.00 (  0.82)	Acc@5   1.56 (  3.15)
Epoch: [0][  750/10010]	Time  0.163 ( 0.173)	Data  0.000 ( 0.020)	Loss 6.0403e+00 (6.5546e+00)	Acc@1   1.56 (  0.83)	Acc@5   9.38 (  3.17)
